INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
P35‐36 ,,2,,RM25‐56A ,50258912,1
P35‐4 ,3028669,15,,RP38 ,,1
P35‐41 ,,2,,RVI‐205 ,,6
P35‐425 ,3029204,13,,RVI‐340 ,3132016,45
P35‐429 ,3029212,38,,RVI‐431 ,3132040,19
P35‐431 ,3029220,31,,RV‐378 ,50450246,32
P35‐53 ,3028800,16,,RV‐388 ,50450295,15
P35‐65 ,3028842,9,,RXA21‐343 ,3121548,2
P53R48 ,50010362,19,,R0‐11A ,3113305,1
P57R48 ,,3,,R0‐12A ,3113388,1
P64DA35 ,50168186,9,,R0‐16 ,3113487,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,32,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R0‐163A ,3115326,1,,R0A1‐3 ,3112802,23
R0‐24A ,3113701,75,,R0A1‐42 ,3114295,64
R0‐270 ,3116183,1,,R0A1‐42‐4 ,3404555,1
R0‐280A ,3116241,1,,R0A1‐42‐5 ,3404563,1
R0‐284 ,3116282,1,,R0A1‐98 ,3114741,3
R0‐323 ,3117058,1,,R0A1J‐53 ,3114469,5
R0‐33A ,3113727,4,,R0A1L‐124 ,3115185,5
R0‐390‐1/4 ,3117819,5,,R0A2‐103 ,3114907,2
R0‐53 ,3114436,1,,R0A2‐123 ,3115169,2
R0‐565B ,3118304,4,,R0A2‐22 ,3113552,3
R0‐61 ,3114576,25,,R0A2‐311 ,3116662,1
R0‐86A ,3114675,1,,R0A2‐40A ,3114055,4
R0A‐157 ,3115235,2,,R0A2‐51 ,3114386,1
R0A‐159 ,3115250,7,,R0A2‐565 ,3118361,5
R0A‐19 ,3113503,14,,R0B‐549 ,3118155,2
R0A‐51 ,3114360,3,,R0BR1C‐11 ,3113362,3
R0A‐565 ,3118312,1,,R0BR1C‐12 ,3113438,2
R0A‐67 ,3114600,1,,R0BR1C‐283 ,3116266,99
R0A‐90A ,3114717,20,,R0BR1C‐3 ,3112836,4
R0AH‐8 ,3112919,1,,,3116498,2
R0AJ‐10 ,3113255,3,,R0B2‐40A ,3114089,2
R0AJ‐191 ,3115367,4,,R0H‐24 ,3113693,12
R0AJ‐500 ,3118080,3,,R0H‐354 ,3117769,21
R0AK‐A108 ,3115052,6,,R0H‐377 ,3117793,44
R0AL‐A108 ,3115060,2,,R0H‐510 ,3118122,16
R0AL‐10 ,3113271,2,,R0H‐556 ,3118205,2
R0AL‐108 ,3114972,2,,R0H‐588 ,3118460,1
R0AL‐191 ,3115375,2,,R0H‐593 ,3118494,1
R0AL‐37 ,3113792,2,,R0H‐99 ,3114758,1
R0AL‐8 ,3112950,7,,R0N‐118 ,3115136,3
R0AN‐A108 ,3115078,2,,R00‐105 ,3100096,1
R0AN‐A216 ,3115730,9,,R00‐12 ,3098753,1
R0AN‐A8 ,3306891,8,,R00‐299 ,,14
R0AN‐107 ,3114923,2,,R00‐35A ,3099140,3
R0AN‐108 ,3114980,3,,R00‐4A ,3098241,1
R0AN‐216 ,3115706,3,,R00A‐137 ,,1
R0AN‐8 ,3112968,4,,R00A‐3 ,3098191,7
R0AR2C‐269 ,3116175,3,,R00A‐500 ,3101649,2
R0AR2C‐329 ,3117579,2,,R00A‐74 ,3099884,3
R0AR2C‐330 ,3117645,2,,R00A‐95 ,3100013,16
R0A1‐12 ,,4,,R00AR2C‐A302 ,3101268,5
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,33,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R00AR2C‐40 ,3114105,2,,R000A2‐103 ,3094653,99
R00AR2C‐40A ,3099553,1,,R000A2‐118 ,3094851,13
R00AR2C‐516 ,3101763,7,,R000A2‐24 ,3094091,9
R00AR2C‐517 ,3101771,3,,R000A2‐266 ,3095046,1
R00AR2C‐518 ,3101789,16,,R000A2‐3A ,3093606,1
R00AR2C‐519 ,3101797,3,,R000A2‐38 ,3094133,12
R00A1‐11 ,3098712,2,,R000A2‐42 ,3094364,14
R00A1‐12 ,3098738,4,,R000A2‐74 ,3094588,14
R00A1Q‐9 ,3098597,1,,R000A2‐90 ,3094604,19
R00A2‐103 ,3100088,16,,R000A2L‐A8 ,3093754,1
R00A2‐120 ,3100401,29,,R000A2L‐10 ,3093838,1
R00A2‐123 ,3100427,3,,R000A2M‐A8 ,3098548,1
R00A2‐23 ,3098977,1,,R000A2M‐10 ,3093853,8
R00A2‐302 ,3101227,2,,R000A2M‐8 ,3098431,4
R00A2‐465 ,3386968,2,,R000B‐191 ,3094901,20
R00A2‐91S ,3099975,22,,R000B‐22 ,,1
R00A2M‐53 ,,8,,R000B‐263 ,3095031,3
R00A2M‐8 ,3098431,2,,R000B‐51 ,3094398,2
R00BJ‐10 ,3098647,2,,R000BR‐210 ,3094950,20
R00BJ‐17 ,3098811,11,,R000BR1C‐667 ,3095486,40
R00BJ‐337 ,3101482,1,,R000B2‐302 ,3095155,4
R00BL‐10 ,3098688,5,,R000B2‐503 ,3095411,1
R00BL‐8 ,3098381,1,,R001‐182 ,3100625,4
R00BM‐107 ,3100104,3,,R001‐23 ,3098928,1
R00BR‐12 ,3098761,1,,R001‐300 1/4 ,3101169,5
R00BR‐210 ,3100682,99,,R001‐302 ,3101201,7
R00BRL‐53 ,3099710,11,,R001‐4 ,3098274,1
R00B1‐510 ,3101730,3,,R001‐699 ,3101938,2
R00B1‐563 ,,2,,R001‐700 1/8 ,,4
R00B2‐A565 ,3324407,2,,R001W‐37 ,3099207,2
R00B2‐302A ,3101243,3,,R02W‐696 ,3118577,6
R00B2‐40A ,3099538,2,,R1‐L260 ,3129053,2
R00B2G‐141‐23 ,3488434,3,,R1‐102 ,,1
R00B2J62‐382 ,3101557,1,,R1‐102C ,3128766,2
R00H‐24 ,3099074,99,,R1‐103 ,3128782,99
R00H‐273A ,3100963,3,,R1‐111 ,3128832,1
R00H‐365 ,3101532,1,,R1‐16 ,3128378,1
R00H‐42 ,3099637,13,,R1‐175A ,3128964,4
R00H‐97 ,3100021,35,,R1‐188 ,3128972,14
R00J‐10 ,3098605,2,,R1‐22 ,3128394,10
R00K‐53 ,3099686,3,,R1‐22A ,3128402,5
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,34,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R1‐24 ,3128436,4,,R1FH‐283 ,3368602,3
R1‐24A ,3128444,9,,R1FH‐33 ,3378825,1
R1‐266A ,3129103,1,,R1FH‐332 ,3368628,2
R1‐271 ,3129111,3,,R1FH‐42 ,3337177,8
R1‐3A ,3128246,10,,R1FH‐42‐4 ,3404209,1
R1‐3B ,3128261,2,,R1FH‐431 ,3337458,5
R1‐425 ,3129327,16,,R1FH‐634 ,3337862,4
R1‐71A ,3128659,2,,R1FH‐70 ,3337227,1
R1‐98B ,3128717,2,,R1FH‐739 ,3370558,3
R1A‐A424 ,3129293,5,,R1FH‐98 ,3337250,1
R1A‐113 ,3130358,3,,R1L‐24 ,3129459,8
R1A‐14 ,3130127,2,,R1M‐56 ,3129491,3
R1A‐191 ,3130390,2,,R1S120‐931 ,3129376,1
R1A‐302 ,3130473,3,,R1T‐683 ,3130986,25
R1A‐40 ,3130184,2,,R1V‐202 ,,1
R1A‐51 ,3130226,27,,R10V‐158 ,3132248,3
R1A‐510 ,3130614,8,,R10V‐158‐10 ,3081628,1
R1A‐90 ,3130291,1,,R10V‐201 ,3132305,2
R1AF‐524 ,3130630,89,,R10V‐202 ,,1
R1AH‐10 ,3130085,1,,R10V‐212 ,3132396,1
R1AH‐37 ,3130168,1,,R100‐24 ,3095882,4
R1AL‐10 ,3130093,6,,R100B‐120 ,3096294,1
R1AL‐8 ,3130044,2,,R100B‐302 ,3096575,6
R1AM‐A8 ,3307089,1,,R11F‐BL160A ,3478476,1
R1AM‐10 ,3130101,2,,R11F‐354 ,3383916,2
R1AM‐53 ,3130259,1,,R11F‐42 ,3383379,2
R1AM‐8 ,3130051,3,,R11F‐425A ,3400082,2
R1AP‐8 ,3130069,2,,R11F‐429S ,3398245,1
R1AP‐97 ,3130309,14,,R11F‐435 ,3383452,1
R1F‐A424 ,3127727,1,,R11F‐528A ,3400066,2
R1F‐102A ,3127370,1,,R11F‐739 ,3383353,2
R1F‐3 ,3127081,5,,R11F‐98 ,3383874,1
R1F‐436 ,3127784,2,,R11F60‐24 ,3384211,19
R1FH‐AL302 ,3340999,1,,R11F60‐282 ,383882,1
R1FH‐A424 ,3339157,1,,R11F60‐431 ,3383460,1
R1FH‐L38 ,3340924,1,,R15‐12 ,3131141,1
R1FH‐103 ,3337284,9,,R15‐19 ,3131166,1
R1FH‐11 ,3337102,1,,R15‐278 ,3131497,5
R1FH‐12 ,3337110,1,,R15‐33 ,3131208,7
R1FH‐207 ,3337334,1,,R15L‐A260 ,3350865,3
R1FH‐278 ,3337367,2,,R1610‐601 ,3119856,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,35,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R18‐311 ,3133071,99,,R2V‐204 ,3140670,1
R18‐465A ,3133139,6,,R2V‐207 ,3140712,1
R18‐65 ,3132842,1,,R2V‐22 ,3140506,3
R18L‐14 ,3132651,99,,R2V‐3A ,3140456,2
R18LF‐21 ,3132727,99,,R2V‐42 ,3140514,99
R1801‐42‐6 ,3490661,3,,R2V‐42‐5 ,3404076,9
R1940‐108 ,,2,,R2V‐53A ,3140530,1
R2‐22 ,3135589,11,,R20‐202 ,3137999,1
R2‐227 ,3136850,4,,R21‐A160 ,3372208,2
R2‐24 ,3135647,2,,R21F‐283 ,3136975,4
R2‐24A ,3135654,4,,R21FA‐102A ,3136405,1
R2‐40B ,3135886,1,,R22F‐A48A ,3478534,1
R2‐422B ,3137254,3,,R22F‐102 ,3384757,4
R2‐425A ,3137502,17,,R22F‐274 ,3405628,6
R2‐429A ,3137536,1,,R22F‐283 ,3384526,2
R2‐604 ,3137734,1,,R22F‐354 ,3384534,1
R2‐71 ,3136264,16,,R22F‐42 ,3384393,8
R2‐75 ,3136272,24,,R22F‐42‐4 ,3404282,1
R2C‐103 ,3136521,99,,R22F‐429S ,3384559,1
R2C1S120‐A424 ,3137411,3,,R22F‐436 ,3384658,2
R2E4‐42‐4 ,3404043,3,,R22F‐503 ,3384666,1
R2E4‐53 ,,1,,R22F‐739 ,3384674,3
R2E5‐A424B ,3137445,1,,R22H‐102 ,3139862,1
R2F‐168 ,3136769,1,,R22H‐11 ,,1
R2F‐262 ,3136892,1,,R22H‐12 ,,1
R2F‐48 ,,1,,R22H‐40 ,3139763,1
R2F‐491 ,3137627,9,,R22H‐68 ,3139813,6
R2F‐492 ,3137635,2,,R232R48 ,,3
R2FA‐302 ,3137015,1,,R29‐422A ,3138427,2
R2FA‐436 ,3137601,1,,R3‐11 ,3143914,1
R2FA‐53 ,3136199,1,,R3‐12 ,,1
R2FA‐739 ,3137809,4,,R3‐29 ,3144045,15
R2FA‐98 ,3136280,2,,R3‐42A‐4 ,3404084,2
R2H‐17A ,3138609,1,,R3‐604 ,3144813,1
R2H‐510 ,3139334,2,,R3‐86A ,3144284,3
R2H‐82 ,3138823,1,,R3‐92A ,3144318,2
R2H‐97 ,3138880,3,,R3F‐S337A ,3646734,7
R2J‐210 ,,4,,R3F‐236 ,3144508,2
R2J‐3 ,3138476,4,,R3F‐27 ,3144037,3
R2J‐9 ,3138508,1,,R3F‐273 ,3144532,8
R2V‐12 ,3140480,1,,R3F‐274 ,3144557,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,36,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R3F‐286 ,3421195,8,,R300A‐27 ,,20
R3F‐386 ,3144722,1,,R300A‐325B ,50316900,28
R3F‐441 ,3144789,1,,R300A‐327A ,50316918,3
R3F‐442 ,3144805,7,,R300A‐33 ,50316926,10
R3F‐51 ,3144219,8,,R300A‐369A ,50293950,4
R3F‐84 ,3144276,2,,R300A‐375 ,50316942,27
R3H‐A424 ,,1,,R300A‐375A ,50316959,2
R3H‐108 ,3145398,1,,R300A‐376 ,50316967,13
R3H‐12 ,3144938,19,,R300A‐376A ,50316975,4
R3H‐22 ,3144987,8,,R300A‐385 ,,1
R3H‐3 ,,1,,R300A‐43 ,50317056,3
R3H‐402 ,3145919,3,,R300A‐438 ,,17
R3H‐42 ,3145166,8,,R300A‐50 ,50317072,9
R3H‐42‐4 ,3418571,2,,R300A‐50A ,50317080,7
R3H‐42A ,3145174,13,,R300A‐53B ,50317130,1
R3H‐42A‐5 ,,11,,R300A‐566A ,50317197,17
R3H‐425 ,3146016,1,,R300A‐647E ,50317221,3
R3H‐429 ,3146032,10,,R300A‐66A ,50317247,9
R3H‐431 ,3146057,2,,R300A‐69 ,50317262,5
R3H‐61 ,3145208,2,,R300A‐86A ,50317346,2
R3H‐65 ,3145216,47,,R300A‐87A ,,7
R3SM‐498 ,3146123,9,,R300A‐905 ,50317403,12
R3V‐431 ,3140837,3,,R300A‐907 ,50317411,3
R30‐644A ,3147642,1,,R300A‐912 ,50317445,99
R300A‐13C ,,3,,R300A‐918 ,,2
R300A‐13E ,50316447,5,,R300A‐960A ,50317494,3
R300A‐140 ,50316454,3,,R300A‐960B ,50317502,2
R300A‐140A ,50316462,1,,R300A‐960C ,50317510,5
R300A‐16 ,50316504,2,,R31‐3 ,3372257,1
R300A‐217A ,50316595,5,,R31‐739 ,3466109,3
R300A‐221 ,50316603,99,,R31F‐3 ,3372257,3
R300A‐233 ,50316660,2,,R32HG‐40 ,3498482,1
R300A‐234T ,50316710,15,,R33H‐A329 ,3511664,5
R300A‐234V ,50316728,4,,R33H‐11 ,,1
R300A‐237D ,50316769,6,,R33H‐329 ,3146719,4
R300A‐238 ,50316777,1,,R38‐157 ,3148202,5
R300A‐238B ,50316785,8,,R38‐159 ,3148210,5
R300A‐239M ,50316819,1,,R38‐266 ,3148426,1
R300A‐239N ,50316827,8,,R38‐302 ,3148442,4
R300S‐245 ,50316843,12,,R38M‐593 ,3148764,5
R300A‐249A ,50316868,4,,R38M‐603 ,3148947,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,37,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R38P‐606 ,3148954,14,,R4‐606 ,3154986,2
R38P‐97 ,3148103,1,,R4‐62 ,3152964,9
R38PF‐21 ,3147824,21,,R4‐65 ,3152972,5
R380‐105 ,3149234,6,,R4‐780 ,3155033,4
R380Q‐53 ,3149218,5,,R4‐86 ,3153038,1
R3800‐509 ,3386323,5,,R4‐92 ,3153061,5
R3810‐105 ,3149663,6,,R4‐98 ,3153129,2
R3810‐593 ,3150471,3,,R4B‐143 ,,42
R39 ,,3,,R4F‐16A ,3152295,3
R4‐A160B ,3153509,1,,R4F‐19A ,3152352,2
R4‐103 ,3153277,19,,R4F‐26A ,3152485,1
R4‐11 ,3152154,1,,R4F‐27B ,3152493,1
R4‐11A ,3152170,2,,R4F‐33 ,3152576,7
R4‐12A ,3152220,1,,R4F‐35 ,3152600,3
R4‐12B ,3152238,1,,R4F‐4C ,3152015,3
R4‐139 ,3153426,6,,R4F‐98 ,3153137,4
R4‐144 ,3153434,7,,R4G‐161A ,3153582,3
R4‐159A ,3153491,99,,R4G‐615 ,3154994,1
R4‐16A ,3152287,1,,R4G‐93 ,3153079,2
R4‐161B ,3153590,1,,R4G‐93A ,3153095,1
R4‐162A ,,2,,R4G45‐602 ,3154937,4
R4‐210 ,3153830,99,,R4G45‐981 ,3155181,1
R4‐227 ,3154010,2,,R4G45‐982 ,3155199,1
R4‐24 ,3152428,12,,R4H‐11 ,3155264,1
R4‐262 ,3154101,10,,R4H‐12 ,3155272,1
R4‐265 ,3154119,2,,R4H‐305 ,3155868,21
R4‐265A ,3154127,2,,R4H‐436 ,3156122,4
R4‐266 ,3154135,14,,R4H‐510 ,,1
R4‐271 ,3154143,6,,R4V6‐A424B ,3154598,4
R4‐29A ,3152501,4,,R41F‐103 ,3153285,4
R4‐3A ,3152055,3,,R41F‐3 ,3152071,1
R4‐33 ,3152568,2,,R41F‐565 ,3154853,1
R3‐35 ,3152592,12,,R41F‐739 ,3373644,4
R4‐4 ,,3,,R42F‐236 ,3154093,8
R4‐42A ,3152840,16,,R43F‐278 ,3373339,2
R4‐42A‐5 ,3474145,2,,R43F‐3 ,3372943,3
R4‐421 ,3154457,7,,R43F‐42 ,3373131,3
R4‐430A ,3154663,4,,R43F‐42‐4 ,3404241,2
R4‐431 ,3154671,2,,R43F‐441 ,3373578,1
R4‐601 ,3154903,1,,R43F‐49 ,3373164,2
R4‐604 ,3154960,3,,R43F‐98 ,3373214,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,38,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
R43FH80‐118 ,3391075,1,,R5H‐98 ,3158011,1
R43F60‐431 ,3373537,7,,R5H51‐461 ,3158565,1
R44H‐210A ,,8,,R5MQ‐A424 ,,5
R4800‐102 ,3151107,1,,R5MQ3‐292 ,3158748,1
R4800‐120 ,3151214,2,,R5SH‐488 ,3159365,1
R4800‐127 ,3312493,2,,R5SM‐A367 ,3298320,1
R4800‐15 ,3150802,2,,R5SM‐100 ,3158029,1
R4800‐191 ,3151321,6,,R5SM‐15 ,3157765,1
R4800‐306 ,3151560,2,,R5SM‐202 ,3158193,1
R4800‐323 ,3151628,2,,R5SM‐37 ,3157831,1
R4800‐406 ,3151727,1,,R5SM‐406 ,3158441,1
R4800‐407 ,3151735,3,,R5SM‐468 ,3158573,2
R4800‐42‐5 ,3404126,1,,R5SM‐80 ,3157922,1
R4800‐507 ,3312568,2,,R5SM51‐8 ,3157641,1
R4800‐510 ,3151792,14,,R50S70 ,,1
R4800‐565 ,3151800,2,,R55H‐3 ,,1
R4800‐581 ,3151859,1,,R55SM51‐378 ,3158391,1
R4800‐6 ,3150661,2,,R551H‐40 ,3159662,1
R4800‐606 ,3151875,1,,R551H‐593 ,3159969,1
R4800‐654 ,3151925,50,,SBR‐85 ,,2
R4800‐97 ,3151081,6,,SG103 ,50231125,1
R4800‐98 ,3151099,2,,SPA102R‐A3 ,3465085,4
R4800P‐10 ,3150745,2,,SP1483 ,,61
R4801‐80 ,3494085,1,,S12‐218 ,3016326,1
R4801U‐A8 ,3743028,1,,S13DA30 ,50060953,2
R4801U‐10 ,3281334,6,,S50L70 ,,0.3
R4801U‐191 ,3434263,6,,S80‐204 ,3658630,1
R4801U‐216 ,3377629,2,,TA‐A291 ,3111291,1
R4801U‐37 ,3377645,1,,TAA‐418 ,3111432,3
R4801U‐510 ,3393295,2,,TB‐A112 ,3305208,1
R4860‐693 ,3151933,5,,TB‐A113 ,3305224,1
R5H‐22 ,3157799,2,,TB‐HM534149X5 ,50269265,2
R5H‐283 ,3158243,19,,TB‐110 ,3111630,4
R5H‐3 ,3157617,6,,TB‐111 ,3111648,1
R5H‐37 ,3157815,1,,TB‐112 ,3305208,3
R5H‐40A ,3157856,3,,TB‐113 ,3111689,8
R5H‐42 ,3157880,15,,TB‐18 ,3111564,6
R5H‐42‐4 ,,1,,TB‐30 ,3111572,7
R5H‐42‐5 ,3404142,1,,TB‐394 ,3111804,1
R5H‐425 ,,2,,TB‐402 ,50318005,2
R5H‐436 ,3158540,2,,TB‐405 ,50318013,6
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,39,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
TB‐412 ,3111911,4,,VD‐452 ,,1
TB‐413 ,3111929,6,,VG‐132 ,,1
TB‐74A ,3111614,7,,VHA‐191 ,,11
TBB‐401 ,3111820,8,,VHA‐34 ,,5
TBB‐458 ,3112018,6,,VHA‐35 ,,2
TBSC‐390 ,3111788,1,,VKCM11N01DL21,50096254,1
TC‐142A ,3112323,44,,VKCM11N01D21 ,50318377,1
TC‐74A ,3112208,2,,VKCM11N01R25 ,,1
TCC‐306A ,3112414,3,,VK‐142916 ,50007665,2
TCCW‐433 ,50199462,1,,VK‐143216 ,50007673,67
TCL‐411 ,50318062,13,,VK‐146848 ,50049758,2
TC440‐00A‐04 ,50592542,4,,VK‐160837 ,50071406,1
TD1‐X117 ,50277391,1,,VK‐1656 ,50088186,6
TD3‐119 ,,3,,VK‐232797 ,,2
TT78E‐400 ,3746120,1,,VK‐232799 ,,18
TVH50A‐412 ,3253762,2,,VK‐248203 ,50373935,6
T01‐302 ,,1,,VK‐26 ,,3
T01‐317A ,3141199,2,,VK‐275485 ,50373968,2
T01‐35 ,3140860,3,,VK‐282027 ,50318716,4
T02‐33 ,3141579,2,,VK‐284154 ,50318740,2
T02‐35 ,3141587,14,,VK‐30606 ,50001213,75
T03‐119 ,3141827,2,,VK‐912008 ,50081652,3
T03‐34 ,3141793,2,,VK‐912064 ,50266219,1
T05‐18 ,3141926,1,,VK‐912067 ,50068733,2
T05‐44 ,3141934,8,,VK‐91415 ,50001247,1
T05‐58 ,,50,,VK‐919239 ,50285915,2
T06‐130A ,3142163,14,,VK‐922623 ,50068808,2
T06‐139 ,3142197,5,,VK‐922793 ,50068857,3
T06‐24 ,3142114,6,,VK‐922906 ,50068881,1
T1SE‐364 ,3141512,1,,VK‐923259L ,50276708,1
T11‐58 ,3141538,99,,VK‐923407 ,,1
T13‐22 ,3141843,15,,VK‐936855 ,50318849,2
T22‐68 ,,13,,VK‐936941 ,50068915,2
T33‐68 ,3141868,13,,VK‐939944 ,50068923,2
T50‐442 ,,1,,VK‐936947 ,50094382,2
T58DA35 ,,8,,VK‐936949 ,50094374,2
UMM032 ,50108166,2,,VK‐936955 ,50068949,2
UW50A30‐103 ,,2,,VK‐936967 ,50094333,2
UW50A30‐137 ,3457165,3,,VK‐938375 ,50318898,2
UW50A30‐316 ,3456977,1,,VK‐942229 ,50435247,1
U53S49 ,50032705,6,,VL120 ,,1
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,40,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
VL140 ,,1,,W64‐118 ,3084266,3
VL140 MOTOR ,,4,,W80‐548 ,3142551,3
VSM‐2434 ,,5,,W9‐509 ,3143401,5
VSM‐2531 ,3284015,5,,W9‐57 ,3142718,2
VSM‐2789 ,3284981,6,,X50DA35 ,50318989,7
VSM‐3344 ,3380722,4,,YA2N1‐164 ,3303260,2
V58DA30 ,,2,,YA2N1‐165 ,3303278,1
V58DA35 ,50168111,5,,YH70 KIT ,,2
WC95‐159 ,50592013,2,,Y27DA35 ,50168079,7
WF‐109A ,3044005,8,,Y58DA35 ,50168137,7
WF‐163A ,3044054,1,,Z00‐2A ,,1
WF‐28 ,,1,,011CC4 ,,1
WFS182‐11 ,3485596,9,,012HD1 ,50233188,2
WFS182‐22 ,3485505,2,,,3062981,16
WFS182‐654 ,3488475,4,,,3074689,17
WF171‐104 ,3044567,3,,,3141520,2
WF171‐15 ,3044377,5,,,3169182,2
WF171‐2 ,3044096,12,,,3471422,13
WF171‐28 ,3044419,10,,,3602968,1
WF171‐3 ,3044112,3,,,3801966,12
WF171‐32 ,3044476,14,,04BB13 ,50114677,6
WF171‐34A ,3044484,2,,05BB13 ,50114701,28
WF171‐4 ,3044120,2,,050BC43 ,50112960,3
WF171‐49 ,3044534,7,,060BB13 ,50114719,3
WF171‐8 ,3044260,9,,060BC43 ,50319201,3
WF181‐5 ,3044179,2,,070BB13 ,50114727,12
WF182‐104 ,3466778,10,,070HD1 ,,17
WF182‐30A ,3576675,6,,092HD1 ,50233246,11
WF182‐716 ,3576683,14,,1AF10 ,50114545,27
WLT16AN‐A162 ,3381027,1,,1AF9 ,50116417,85
WWA100‐97 ,3077757,3,,1BAL96A ,50207430,6
WWU10‐24 ,3078011,12,,1BAL96B ,50205350,1
WWU10‐510 ,3078771,18,,1BRG142B ,50207240,1
WWV101A1‐42 ,3388725,10,,1BRG142C ,50207232,6
WWV100A1‐43 ,3086444,1,,1BRG2389D ,50209352,5
W22‐191 ,3081023,1,,1BRG2389G ,50214709,29
W22‐654 ,3081130,3,,1BRG2389H ,50214873,10
W44‐728 ,3083284,1,,1BRG2389J ,50104611,16
W44‐97 ,3083110,7,,1BRG2389M ,50219583,10
W54‐376 ,3083755,1,,1BRG2389P ,50295633,15
W54‐97 ,3083524,5,,1BRG2389R ,50297035,2
,"LC VOUGHT INGERSOLL RAND DRILL PARTS, PAGE",,,,41,
INGERSOLL RAND DRILL PARTS WITH OLD & NEW PARTS NUMBERS ,,,,,,
Old Part Number,New Part Number,Qty,,Old Part Number,New Part Number,Qty 
1BRG2389V ,50547843,10,,1VLV2199C ,50212257,4
1BSH294A ,50219492,4,,1VLV2216B ,50137868,2
1CPG556A ,50245752,3,,1VLV2216C ,50245885,8
1CYL640AA ,50243542,1,,1VLV2218A ,50202415,5
1CYL640AB ,50243583,4,,1VLV2236B ,50248020,1
1CYL640AC ,50243575,1,,1X71WD ,,1
1CYL640AE ,50243724,1,,10A902A1‐P726 ,3068467,4
ACYL640AF ,50245265,1,,10BM‐11 ,3020476,2
1CYL640AJ ,50251115,1,,10BM‐12 ,3020492,3
1CYL640AN ,50031608,1,,10BM‐15 ,,2
1CYL640AR ,50252170,1,,10BM‐24 ,3020526,1
1CYL640BH ,50402791,2,,10BM‐30 ,3020559,1
1CYL640BJ ,50366210,1,,10BM‐37 ,,2
1CYL640BS ,50485994,1,,10BM‐40 ,,1
1CYL640BT ,50434729,4,,10BM‐42 ,3020633,1
1CYL640BX ,50481829,1,,10BM‐478 ,,2
1DB35WD ,,1,,10BM‐610 ,,2
1DVR741A ,1138536,1,,10BM‐67 ,3020708,24
1D475 ,50015791,4,,10BM‐69 ,3020716,2
1D475A ,50016898,2,,10BM‐744 ,,24
1D50 ,50233311,1,,10BM‐8 ,3020419,3
1FW‐162 ,,8,,10BM‐98 ,,2
1IRL150B ,50065234,5,,10BMP‐53 ,3020666,2
1JB5 ,,1,,10BMP‐604 ,,4
1JR300 ,50311570,1,,10IRL125 ,50065192,4
1JR38 ,,1,,10PF1 ,,6
1JR38B ,50319276,1,,10PF2 ,50188127,34
1J10 ,50003482,1,,100A19‐14 ,3095775,1
1J15 ,50368794,1,,1009D475 ,50201391,4
1J30 ,50011006,2,,101BMPD‐191 ,,46
1J40 ,50002989,1,,101D45 ,50008325,1
1J50 ,50003425,2,,1010D475 ,50016864,7
1J50A ,50004977,1,,1011CM ,50115179,14
1RNG1661C ,50365766,99,,1011CM150A ,50204460,29
1R48 ,50010016,2,,1011HCM ,50167659,3
1R58 ,50071968,1,,1012CM ,50115187,2
1SEL2796B ,50207257,7,,1012HCM ,50167667,1
